Survived,Pclass,Age,SibSp,Parch,Fare,Sex_female,Cabin_D,Embarked_C,Embarked_S
1.0,1.0,0.5324454519693964,0.0,0.0,0.4852405003557419,1.0,0.0,0.0,1.0
0.0,1.0,0.6316236894304336,1.0,0.0,0.5063181345899443,0.0,0.0,0.0,1.0
0.0,3.0,0.0507225843015018,3.0,2.0,0.1692276244990649,0.0,1.0,0.0,1.0
0.0,1.0,0.4129533862283933,0.0,0.0,0.1681406857782681,0.0,1.0,1.0,0.0
1.0,3.0,0.4129533862283933,1.0,1.0,0.0924734952540446,0.0,1.0,1.0,0.0
1.0,2.0,0.4049305752337773,0.0,0.0,0.0636878156716911,1.0,0.0,0.0,1.0
0.0,3.0,0.2632473788608671,0.0,0.0,0.0494842196756531,0.0,1.0,0.0,1.0
0.0,3.0,0.3624256163219042,2.0,0.0,0.0525424479291451,0.0,1.0,0.0,1.0
0.0,2.0,0.4474355341456503,0.0,0.0,0.0636878156716911,0.0,1.0,0.0,1.0
0.0,2.0,0.2915840181354491,0.0,0.0,0.4458147097018378,0.0,1.0,0.0,1.0
0.0,3.0,0.3624256163219042,1.0,0.0,0.0876720405030245,0.0,1.0,1.0,0.0
1.0,3.0,0.4474355341456503,0.0,0.0,0.342675628249974,0.0,1.0,0.0,1.0
0.0,3.0,0.3482572966846132,0.0,0.0,0.0464011228465178,0.0,0.0,0.0,1.0
0.0,3.0,0.4129533862283933,0.0,0.0,0.0478920242838608,0.0,1.0,0.0,1.0
0.0,3.0,0.4129533862283933,0.0,0.0,0.0488273253482965,0.0,1.0,0.0,1.0
1.0,2.0,0.0058090110512893,0.0,2.0,0.1758996813789564,0.0,1.0,0.0,1.0
1.0,3.0,0.4190988948710683,0.0,0.0,0.0756671905242235,1.0,1.0,0.0,1.0
0.0,3.0,0.3057523377727402,0.0,0.0,0.0545895562900209,0.0,1.0,0.0,1.0
1.0,3.0,0.4049305752337773,0.0,0.0,0.0576223094172443,0.0,1.0,0.0,1.0
1.0,3.0,0.4129533862283933,0.0,0.0,0.0472351299565042,1.0,1.0,0.0,0.0
0.0,1.0,0.3907622555964863,0.0,0.0,0.285685344584443,0.0,1.0,0.0,1.0
1.0,2.0,0.234910739586285,0.0,0.0,0.0636878156716911,1.0,1.0,0.0,1.0
1.0,3.0,0.4616038537829414,3.0,0.0,0.0961382741329813,1.0,1.0,0.0,1.0
0.0,3.0,0.4129533862283933,0.0,0.0,0.0488273253482965,0.0,1.0,0.0,1.0
0.0,3.0,0.3340889770473222,0.0,0.0,0.0488273253482965,0.0,1.0,0.0,1.0
0.0,3.0,0.4049305752337773,0.0,0.0,0.0488273253482965,0.0,1.0,0.0,1.0
0.0,3.0,0.2774156984981581,0.0,0.0,0.0476396992236758,0.0,1.0,0.0,1.0
0.0,1.0,0.6457920090677245,1.0,0.0,0.3710573451157813,0.0,0.0,0.0,1.0
0.0,3.0,0.3624256163219042,1.0,2.0,0.1247977911852423,0.0,1.0,0.0,1.0
0.0,3.0,0.8299801643525078,0.0,0.0,0.0439749203447391,0.0,1.0,0.0,1.0
0.0,3.0,0.4129533862283933,0.0,0.0,0.0488273253482965,0.0,1.0,0.0,1.0
0.0,1.0,1.0,0.0,0.0,0.2101952668428494,0.0,0.0,1.0,0.0
1.0,1.0,0.3199206574100312,0.0,1.0,0.384300164921115,0.0,0.0,1.0,0.0
1.0,2.0,0.4757721734202323,0.0,1.0,0.1395066438522758,1.0,1.0,0.0,1.0
0.0,2.0,0.4757721734202323,1.0,0.0,0.1577031626156161,0.0,1.0,0.0,1.0
0.0,3.0,0.3907622555964863,0.0,0.0,0.0478920242838608,1.0,1.0,0.0,1.0
0.0,3.0,0.4129533862283933,0.0,0.0,0.0478920242838608,0.0,1.0,0.0,1.0
0.0,1.0,0.2915840181354491,0.0,1.0,0.4687878146405549,0.0,0.0,0.0,1.0
0.0,3.0,0.4616038537829414,0.0,0.0,0.0524921042272332,0.0,1.0,0.0,1.0
0.0,3.0,0.5182771323321054,2.0,0.0,0.0480691370664906,0.0,1.0,0.0,1.0
0.0,3.0,0.3907622555964863,0.0,0.0,0.0478920242838608,0.0,1.0,0.0,1.0
1.0,3.0,0.2915840181354491,0.0,0.0,0.0464011228465178,1.0,1.0,0.0,1.0
1.0,3.0,0.4129533862283933,0.0,0.0,0.0471593111283236,0.0,1.0,0.0,1.0
0.0,3.0,0.5324454519693964,0.0,0.0,0.0478920242838608,0.0,1.0,0.0,1.0
1.0,3.0,0.4129533862283933,1.0,0.0,0.1464819760448895,1.0,1.0,0.0,0.0
0.0,1.0,0.6599603287050155,0.0,0.0,0.3154063252312322,0.0,0.0,0.0,1.0
0.0,3.0,0.1994899404930575,1.0,0.0,0.0876720405030245,1.0,1.0,1.0,0.0
0.0,3.0,0.3057523377727402,0.0,0.0,0.0488273253482965,0.0,1.0,0.0,1.0
0.0,3.0,0.2774156984981581,1.0,0.0,0.0595935989499395,1.0,1.0,0.0,1.0
0.0,3.0,0.234910739586285,0.0,0.0,0.0876969090786677,1.0,1.0,1.0,0.0
0.0,3.0,0.2915840181354491,0.0,0.0,0.0480691370664906,0.0,1.0,0.0,1.0
0.0,3.0,0.9929158401813544,0.0,0.0,0.0470076734719625,0.0,1.0,0.0,0.0
0.0,2.0,0.4049305752337773,1.0,0.0,0.1273756313433822,0.0,1.0,0.0,1.0
0.0,2.0,0.2915840181354491,2.0,0.0,0.4458147097018378,0.0,1.0,0.0,1.0
0.0,3.0,0.4129533862283933,0.0,0.0,0.0488273253482965,0.0,1.0,0.0,1.0
0.0,2.0,0.4545196939642958,1.0,0.0,0.182394625476218,0.0,1.0,1.0,0.0
1.0,2.0,0.4545196939642958,0.0,0.0,0.078851581307808,1.0,0.0,0.0,1.0
0.0,1.0,0.7591385661660527,0.0,1.0,0.4687878146405549,0.0,0.0,0.0,1.0
1.0,3.0,0.1640691413998299,1.0,0.0,0.0681866016606143,0.0,1.0,1.0,0.0
0.0,3.0,0.4129533862283933,0.0,0.0,0.0470076734719625,0.0,1.0,0.0,0.0
1.0,3.0,0.3340889770473222,0.0,0.0,0.0433180260173825,0.0,1.0,0.0,1.0
1.0,3.0,0.4129533862283933,1.0,1.0,0.1356144084887973,1.0,0.0,1.0,0.0
0.0,3.0,0.6316236894304336,0.0,0.0,0.0423069061247662,0.0,1.0,0.0,1.0
0.0,3.0,0.4616038537829414,0.0,0.0,0.0478920242838608,0.0,1.0,1.0,0.0
0.0,3.0,0.2774156984981581,0.0,0.0,0.0427618190938497,0.0,1.0,0.0,1.0
0.0,3.0,0.6599603287050155,1.0,0.0,0.0879498406894782,1.0,1.0,0.0,1.0
1.0,2.0,0.4049305752337773,1.0,0.0,0.1577031626156161,1.0,1.0,0.0,1.0
0.0,2.0,0.3482572966846132,0.0,0.0,0.078851581307808,0.0,1.0,0.0,1.0
0.0,2.0,0.3199206574100312,0.0,0.0,0.0912603940031552,0.0,1.0,1.0,0.0
1.0,1.0,0.2632473788608671,0.0,2.0,0.1594215205375009,1.0,0.0,0.0,1.0
0.0,1.0,0.5182771323321054,1.0,0.0,0.3220783821111236,0.0,0.0,0.0,1.0
0.0,3.0,0.220742419948994,0.0,0.0,0.0559039514953595,0.0,1.0,0.0,1.0
0.0,1.0,0.3340889770473222,0.0,0.0,0.4803880953521844,0.0,0.0,1.0,0.0
0.0,3.0,0.4129533862283933,0.0,2.0,0.0924734952540446,1.0,1.0,1.0,0.0
1.0,3.0,0.3057523377727402,0.0,0.0,0.0470076734719625,1.0,1.0,0.0,1.0
1.0,3.0,0.3340889770473222,1.0,0.0,0.0961382741329813,1.0,1.0,0.0,1.0
0.0,3.0,0.2632473788608671,0.0,0.0,0.0409421672175157,0.0,1.0,0.0,0.0
0.0,2.0,0.249079059223576,0.0,0.0,0.0697533219261379,0.0,1.0,0.0,1.0
0.0,2.0,0.2632473788608671,1.0,1.0,0.2229073548509189,0.0,1.0,0.0,1.0
1.0,3.0,0.3765939359591952,0.0,0.0,0.0472854736584161,0.0,1.0,0.0,1.0
0.0,3.0,0.1215641824879569,2.0,2.0,0.2085017774966078,1.0,1.0,0.0,1.0
0.0,2.0,0.5111929725134599,0.0,2.0,0.1577031626156161,0.0,0.0,0.0,1.0
0.0,2.0,0.5891187305185605,0.0,0.0,0.078851581307808,0.0,1.0,0.0,1.0
0.0,2.0,0.7166336072541796,0.0,0.0,0.0759704658369458,0.0,1.0,0.0,1.0
1.0,1.0,0.3057523377727402,1.0,0.0,0.403962716546155,1.0,0.0,0.0,1.0
0.0,3.0,0.7803910456219892,0.0,0.0,0.0488273253482965,0.0,1.0,0.0,1.0
0.0,3.0,0.5678662510626239,0.0,2.0,0.0879498406894782,0.0,1.0,0.0,1.0
0.0,3.0,0.4129533862283933,0.0,0.0,0.044354014485642,0.0,1.0,0.0,1.0
0.0,1.0,0.7166336072541796,0.0,1.0,0.3722959214929394,0.0,1.0,1.0,0.0
1.0,3.0,0.220742419948994,0.0,0.0,0.0469063795175132,1.0,1.0,0.0,0.0
0.0,3.0,0.4190988948710683,0.0,0.0,0.0488273253482965,0.0,1.0,0.0,1.0
0.0,3.0,0.4129533862283933,0.0,0.0,0.0525424479291451,0.0,1.0,0.0,1.0
0.0,3.0,0.6174553697931425,0.0,1.0,0.097654650696593,0.0,1.0,0.0,1.0
1.0,2.0,0.5607820912439784,0.0,0.0,0.0955317235075366,1.0,1.0,0.0,1.0
0.0,3.0,0.3624256163219042,0.0,0.0,0.0471593111283236,0.0,1.0,0.0,1.0
0.0,3.0,0.234910739586285,0.0,0.0,0.0525424479291451,0.0,1.0,0.0,1.0
1.0,3.0,0.1215641824879569,0.0,2.0,0.12449451587252,0.0,1.0,0.0,1.0
1.0,1.0,0.4129533862283933,0.0,1.0,0.3336028439945726,1.0,0.0,0.0,1.0
0.0,1.0,0.4129533862283933,0.0,0.0,0.1572482496465326,0.0,1.0,0.0,1.0
0.0,3.0,0.3907622555964863,0.0,0.0,0.342675628249974,0.0,1.0,0.0,1.0
0.0,1.0,0.8583168036270898,0.0,0.0,0.2031944595239669,0.0,0.0,0.0,1.0
1.0,3.0,0.0082176253896287,1.0,1.0,0.0675291007826322,1.0,1.0,0.0,1.0
0.0,3.0,0.2915840181354491,0.0,0.0,0.0480691370664906,0.0,1.0,0.0,1.0
0.0,1.0,0.7874752054406348,0.0,0.0,0.1861855668852472,0.0,0.0,1.0,0.0
0.0,3.0,0.249079059223576,1.0,1.0,0.0476396992236758,0.0,1.0,0.0,1.0
0.0,3.0,0.4129533862283933,3.0,1.0,0.1544684281301196,0.0,1.0,0.0,1.0
0.0,1.0,0.7024652876168886,0.0,0.0,0.1741558483308029,1.0,0.0,1.0,0.0
0.0,2.0,0.4190988948710683,0.0,0.0,0.078851581307808,0.0,1.0,0.0,1.0
0.0,3.0,0.5041088126948143,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,2.0,0.4129533862283933,0.0,0.0,0.0912858691294239,0.0,1.0,1.0,0.0
1.0,2.0,0.0082176253896287,2.0,1.0,0.2365547439234241,0.0,0.0,0.0,1.0
1.0,3.0,0.0507225843015018,0.0,2.0,0.1335927752541901,1.0,1.0,0.0,1.0
0.0,1.0,0.4129533862283933,0.0,0.0,0.3032753127223386,0.0,0.0,0.0,1.0
1.0,3.0,0.4129533862283933,1.0,0.0,0.094015346943925,1.0,1.0,0.0,0.0
1.0,1.0,0.6316236894304336,0.0,0.0,0.1610391910555618,0.0,1.0,0.0,1.0
0.0,3.0,0.5607820912439784,1.0,1.0,0.094015346943925,0.0,1.0,0.0,0.0
0.0,3.0,0.5041088126948143,0.0,0.0,0.0478920242838608,0.0,1.0,0.0,1.0
1.0,2.0,0.4474355341456503,0.0,0.0,0.078851581307808,1.0,1.0,0.0,1.0
0.0,2.0,0.2632473788608671,0.0,0.0,0.078851581307808,0.0,1.0,0.0,1.0
1.0,3.0,0.2632473788608671,1.0,0.0,0.0476396992236758,1.0,1.0,0.0,1.0
1.0,2.0,0.0365542646642108,1.0,1.0,0.1577031626156161,0.0,0.0,0.0,1.0
1.0,1.0,0.6174553697931425,0.0,0.0,0.1681406857782681,1.0,0.0,1.0,0.0
1.0,1.0,0.8158118447152167,0.0,0.0,0.8887228288065449,1.0,0.0,1.0,0.0
0.0,3.0,0.4129533862283933,0.0,0.0,0.0470076734719625,0.0,1.0,0.0,0.0
0.0,3.0,0.5891187305185605,0.0,1.0,0.0509757276636215,0.0,1.0,0.0,1.0
1.0,3.0,0.4129533862283933,0.0,0.0,0.0470076734719625,1.0,1.0,0.0,0.0
0.0,2.0,0.3340889770473222,0.0,0.0,0.078851581307808,1.0,1.0,0.0,1.0
0.0,3.0,0.3907622555964863,0.0,0.0,0.0576223094172443,0.0,1.0,0.0,1.0
0.0,3.0,0.4757721734202323,0.0,0.0,0.0394003155276353,0.0,1.0,0.0,1.0
0.0,3.0,0.638707849249079,0.0,0.0,0.0438232826883779,0.0,1.0,1.0,0.0
1.0,3.0,0.249079059223576,0.0,0.0,0.0488273253482965,0.0,1.0,0.0,1.0
0.0,3.0,0.0223859450269198,0.0,1.0,0.0634603591871493,1.0,0.0,0.0,1.0
0.0,3.0,0.4474355341456503,1.0,0.0,0.0961382741329813,0.0,1.0,0.0,1.0
1.0,3.0,0.3624256163219042,0.0,0.0,0.1139556987554187,0.0,1.0,1.0,0.0
1.0,3.0,0.220742419948994,0.0,0.0,0.0470076734719625,1.0,1.0,0.0,0.0
1.0,1.0,0.5607820912439784,0.0,0.0,0.18803069388785,0.0,0.0,1.0,0.0
0.0,3.0,0.3340889770473222,0.0,0.0,0.0427618190938497,0.0,1.0,0.0,1.0
1.0,2.0,0.4899404930575234,0.0,0.0,0.1273756313433822,1.0,1.0,0.0,1.0
0.0,3.0,0.3057523377727402,0.0,0.0,0.0439749203447391,0.0,1.0,0.0,1.0
0.0,2.0,0.4190988948710683,0.0,0.0,0.078851581307808,0.0,1.0,0.0,1.0
0.0,3.0,0.4129533862283933,1.0,0.0,0.0470076734719625,0.0,1.0,0.0,0.0
1.0,1.0,0.4332672145083593,1.0,0.0,0.6870702209724583,1.0,0.0,1.0,0.0
1.0,3.0,0.3765939359591952,0.0,0.0,0.0480691370664906,1.0,1.0,0.0,1.0
0.0,2.0,0.5891187305185605,1.0,0.0,0.1637686688700629,0.0,1.0,0.0,1.0
1.0,1.0,0.4474355341456503,0.0,0.0,0.4627477835123769,1.0,0.0,1.0,0.0
0.0,2.0,0.4190988948710683,0.0,0.0,0.0636878156716911,0.0,1.0,0.0,1.0
1.0,3.0,0.220742419948994,0.0,0.0,0.0488273253482965,0.0,1.0,0.0,1.0
0.0,2.0,0.3765939359591952,0.0,0.0,0.078851581307808,0.0,1.0,0.0,1.0
0.0,3.0,0.7166336072541796,0.0,0.0,0.0488273253482965,0.0,1.0,0.0,1.0
0.0,3.0,0.4129533862283933,0.0,0.0,0.0478920242838608,0.0,1.0,0.0,1.0
1.0,1.0,0.5324454519693964,1.0,0.0,0.5458955629002096,0.0,0.0,0.0,1.0
0.0,3.0,0.3057523377727402,0.0,0.0,0.0567124834790773,0.0,1.0,0.0,1.0
1.0,2.0,0.2632473788608671,0.0,0.0,0.0636878156716911,0.0,1.0,0.0,1.0
0.0,3.0,0.2844998583168036,0.0,0.0,0.0439749203447391,0.0,1.0,0.0,1.0
0.0,2.0,0.249079059223576,0.0,0.0,0.078851581307808,0.0,1.0,0.0,1.0
0.0,3.0,0.4129533862283933,3.0,1.0,0.1544684281301196,1.0,1.0,0.0,1.0
1.0,1.0,0.4899404930575234,1.0,0.0,0.5063181345899443,1.0,0.0,0.0,1.0
0.0,3.0,0.4049305752337773,0.0,0.0,0.0471593111283236,0.0,1.0,0.0,1.0
0.0,2.0,0.8299801643525078,0.0,0.0,0.0818843344350314,0.0,1.0,0.0,1.0
0.0,2.0,0.3340889770473222,0.0,0.0,0.0636878156716911,0.0,1.0,0.0,1.0
0.0,3.0,0.4129533862283933,0.0,0.0,0.0457945722210731,1.0,1.0,0.0,1.0
0.0,2.0,0.6174553697931425,1.0,0.0,0.1577031626156161,0.0,1.0,0.0,1.0
1.0,2.0,0.1073958628506659,0.0,2.0,0.1592195391792278,1.0,1.0,0.0,1.0
0.0,2.0,0.2632473788608671,0.0,0.0,0.0636878156716911,0.0,1.0,0.0,1.0
0.0,2.0,0.4616038537829414,0.0,0.0,0.0744540892733341,0.0,1.0,0.0,1.0
0.0,3.0,0.4129533862283933,1.0,0.0,0.0876720405030245,1.0,1.0,1.0,0.0
1.0,3.0,0.4129533862283933,1.0,0.0,0.094015346943925,1.0,1.0,0.0,0.0
0.0,2.0,0.4049305752337773,0.0,0.0,0.0636878156716911,0.0,1.0,0.0,1.0
0.0,3.0,0.3057523377727402,0.0,0.0,0.0432167320629332,0.0,1.0,0.0,1.0
0.0,3.0,0.4190988948710683,0.0,0.0,0.0438232826883779,0.0,1.0,1.0,0.0
0.0,1.0,0.6174553697931425,2.0,0.0,0.5458955629002096,0.0,0.0,0.0,0.0
0.0,3.0,0.3482572966846132,0.0,0.0,0.0471593111283236,1.0,1.0,0.0,1.0
1.0,2.0,0.3340889770473222,0.0,2.0,0.0879498406894782,1.0,1.0,0.0,1.0
1.0,1.0,0.5182771323321054,1.0,1.0,0.3187678287974466,0.0,0.0,0.0,1.0
0.0,2.0,0.7591385661660527,1.0,0.0,0.1577031626156161,0.0,1.0,0.0,1.0
0.0,3.0,0.4129533862283933,0.0,0.0,0.0439749203447391,0.0,1.0,0.0,1.0
0.0,3.0,0.4049305752337773,1.0,1.0,0.0634603591871493,1.0,0.0,0.0,1.0
0.0,1.0,0.8724851232643808,0.0,0.0,0.1610391910555618,0.0,0.0,0.0,1.0
0.0,3.0,0.4190988948710683,1.0,0.0,0.097654650696593,0.0,1.0,0.0,1.0
0.0,3.0,0.5749504108812694,0.0,2.0,0.1225990451680054,1.0,1.0,0.0,1.0
1.0,3.0,0.4049305752337773,0.0,2.0,0.0924734952540446,1.0,1.0,1.0,0.0
1.0,1.0,0.4129533862283933,0.0,0.0,0.4803880953521844,1.0,1.0,1.0,0.0
1.0,1.0,0.4190988948710683,0.0,0.0,0.5246662910096459,1.0,0.0,0.0,1.0
1.0,2.0,0.7024652876168886,0.0,1.0,0.1577031626156161,1.0,1.0,0.0,1.0
0.0,3.0,0.4129533862283933,0.0,0.0,0.0470076734719625,0.0,1.0,0.0,0.0
0.0,1.0,0.7308019268914706,1.0,1.0,0.4831175731666856,0.0,0.0,0.0,1.0
0.0,1.0,0.5607820912439784,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,3.0,0.4129533862283933,0.0,0.0,0.0470076734719625,1.0,1.0,0.0,0.0
0.0,2.0,0.5041088126948143,0.0,0.0,0.0636878156716911,0.0,1.0,0.0,1.0
1.0,3.0,0.3482572966846132,1.0,0.0,0.0471593111283236,0.0,1.0,0.0,1.0
1.0,1.0,0.8158118447152167,0.0,1.0,0.930827753573038,1.0,0.0,0.0,1.0
1.0,1.0,0.4899404930575234,0.0,0.0,0.8226846294612555,1.0,0.0,0.0,1.0
0.0,1.0,0.4129533862283933,0.0,0.0,0.18803069388785,0.0,1.0,0.0,1.0
1.0,3.0,0.3482572966846132,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,2.0,0.5749504108812694,0.0,1.0,0.118277371961712,1.0,1.0,0.0,1.0
0.0,1.0,0.5182771323321054,0.0,1.0,0.1801455357570691,0.0,0.0,1.0,0.0
1.0,3.0,0.4129533862283933,0.0,0.0,0.0470076734719625,1.0,1.0,0.0,0.0
1.0,1.0,0.8866534429016718,1.0,0.0,0.4728565562360379,1.0,0.0,0.0,1.0
0.0,3.0,0.6316236894304336,0.0,0.0,0.0470076734719625,1.0,1.0,0.0,1.0
0.0,2.0,0.4129533862283933,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,3.0,0.4899404930575234,1.0,1.0,0.1228265016525471,1.0,1.0,0.0,1.0
0.0,3.0,0.914990082176254,0.0,0.0,0.0470076734719625,0.0,1.0,0.0,0.0
0.0,3.0,0.3907622555964863,0.0,0.0,0.0476396992236758,0.0,1.0,0.0,1.0
0.0,3.0,0.220742419948994,0.0,0.0,0.0576223094172443,0.0,1.0,0.0,1.0
1.0,3.0,0.2632473788608671,0.0,0.0,0.0488273253482965,0.0,1.0,0.0,1.0
0.0,1.0,0.4129533862283933,0.0,0.0,0.1577031626156161,0.0,0.0,0.0,1.0
0.0,3.0,0.4616038537829414,0.0,0.0,0.0525424479291451,0.0,1.0,1.0,0.0
1.0,3.0,0.4190988948710683,0.0,0.0,0.0576223094172443,0.0,1.0,0.0,1.0
0.0,3.0,0.3057523377727402,0.0,0.0,0.0478920242838608,0.0,1.0,0.0,1.0
1.0,2.0,0.5891187305185605,0.0,0.0,0.078851581307808,0.0,1.0,0.0,1.0
1.0,3.0,0.3057523377727402,0.0,0.0,0.0470076734719625,1.0,1.0,0.0,0.0
1.0,1.0,0.3624256163219042,0.0,0.0,0.4782651681631281,1.0,1.0,0.0,1.0
1.0,1.0,0.2632473788608671,1.0,0.0,0.5524414572500086,1.0,0.0,1.0,0.0
0.0,2.0,0.5041088126948143,0.0,0.0,0.0780933930260022,0.0,1.0,1.0,0.0
0.0,3.0,0.3340889770473222,0.0,0.0,0.0536797303518539,1.0,1.0,0.0,1.0
0.0,3.0,0.3340889770473222,0.0,0.0,0.0478920242838608,0.0,1.0,0.0,1.0
0.0,1.0,0.4129533862283933,0.0,0.0,0.1681406857782681,0.0,1.0,1.0,0.0
0.0,3.0,0.3270048172286767,0.0,0.0,0.0438487578146466,0.0,1.0,1.0,0.0
0.0,1.0,0.0223859450269198,1.0,2.0,0.9192274728614086,1.0,0.0,0.0,1.0
1.0,1.0,0.4129533862283933,0.0,0.0,0.1849979407606266,0.0,0.0,0.0,1.0
1.0,3.0,0.4129533862283933,0.0,0.0,0.0470076734719625,1.0,1.0,0.0,0.0
1.0,3.0,0.4129533862283933,2.0,0.0,0.1410230204158875,0.0,1.0,0.0,0.0
0.0,3.0,0.2632473788608671,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,2.0,0.4129533862283933,0.0,0.0,0.0749090022424176,1.0,0.0,0.0,0.0
